horizon_minutes,rmse_without_satellite,rmse_with_satellite,satellite_value_add
60,28.78565147416744,27.601716961841998,1.1839345123254432
180,46.65072956940936,43.574927509493676,3.075802059915681
360,65.80181058866205,64.72250585801906,1.0793047306429884
720,76.46816962824334,76.53800911482587,-0.06983948658252359
1440,73.36668627012659,72.9032982764806,0.4633879936459948
