horizon_minutes,rmse_hybrid,rmse_csi_persistence,skill_score_vs_csi_persistence,beats_persistence
60,27.601716961841998,35.09912496331165,0.21360669273967747,True
180,43.574927509493676,66.7483621349065,0.34717607869653067,True
360,64.72250585801906,146.40157782419166,0.5579111453584061,True
720,76.53800911482587,223.76655349225948,0.6579559906504371,True
1440,72.9032982764806,92.97904017564437,0.21591685460765342,True
