site_id,timestamp,latitude,longitude,target_timestamp,ghi_issue,issue_clear_sky_ghi,satellite_ssi_issue,satellite_clear_sky_index_issue,cloud_cover_issue,quality_flag,ghi_lag_1,ghi_lag_2,ghi_lag_3,clear_sky_index_lag_1,clear_sky_index_lag_2,cloud_cover_lag_1,cloud_cover_lag_3,satellite_ssi_lag_1,satellite_ssi_trend,cloud_cover_trend,best_satellite_source,satellite_data_available,irradiance_source_std,number_of_available_irradiance_sources,target_valid_time,GHI_target,target_source,target_quality_level,target_solar_zenith,target_solar_elevation,target_solar_azimuth,target_cos_zenith,target_air_mass,target_GHI_clear,target_DNI_clear,target_DHI_clear,target_cloud_cover_forecast_proxy,target_cloud_cover_low_forecast_proxy,target_cloud_cover_mid_forecast_proxy,target_cloud_cover_high_forecast_proxy,target_temperature_2m_forecast_proxy,target_relative_humidity_2m_forecast_proxy,target_wind_speed_10m_forecast_proxy,target_precipitation_forecast_proxy,GHI_phys_target,horizon_minutes,GHI_persistence_naive,GHI_persistence_csi,GHI_residual_target,GHI_P10_raw,GHI_P50,GHI_P90_raw,GHI_P10_calibrated,GHI_P90_calibrated,conformal_expansion,uncertainty_level,DNI_P10_estimated,DHI_P10_estimated,DNI_P50_estimated,DHI_P50_estimated,DNI_P90_estimated,DHI_P90_estimated,dni_dhi_estimation_method,POA_P10,POA_P50,POA_P90,poa_transposition_model,module_temperature,PV_P10,PV_P50,PV_P90,PV_energy_P50,clear_sky_PV_power,PV_state_index,main_limiting_factor,limiting_factor_evidence,demo_mode,display_mode,fallback_active,data_quality_level,primary_satellite_source,weather_forecast_source,data_freshness_minutes
munich_west,2025-07-01 04:00:00+02:00,48.14,11.4,2025-07-01 04:00:00+02:00,0.0,0.0,0.0,,,ok,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,nasa_power,True,0.0,1,2025-07-02 04:00:00+02:00,0.0,nasa_power,satellite_model_historical_baseline,100.16787661230306,-10.167876612303065,37.2867751631897,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -10.17}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_centre,2025-07-02 04:00:00+02:00,48.137,11.575,2025-07-02 04:00:00+02:00,0.0,0.0,0.0,0.0,0.0,ok,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,-9.0,nasa_power,True,0.0,2,2025-07-02 05:00:00+02:00,0.0,openmeteo_shortwave_proxy,hindcast_forecast_proxy,93.21927829918712,-3.219278299187109,49.48245404608906,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.22}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_centre,2025-07-02 02:00:00+02:00,48.137,11.575,2025-07-02 02:00:00+02:00,0.0,0.0,0.0,0.0,1.0,ok,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,-1.0,nasa_power,True,0.0,2,2025-07-02 05:00:00+02:00,0.0,openmeteo_shortwave_proxy,hindcast_forecast_proxy,93.21927829918712,-3.219278299187109,49.48245404608906,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.22}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_centre,2025-07-01 23:00:00+02:00,48.137,11.575,2025-07-01 23:00:00+02:00,0.0,0.0,0.0,0.0,9.0,ok,0.0,1.2724365018589772,100.03337525599478,0.0,1.2,47.0,60.0,0.0,0.0,-38.0,nasa_power,True,0.0,2,2025-07-02 05:00:00+02:00,0.0,openmeteo_shortwave_proxy,hindcast_forecast_proxy,93.21927829918712,-3.219278299187109,49.48245404608906,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.22}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_centre,2025-07-01 17:00:00+02:00,48.137,11.575,2025-07-01 17:00:00+02:00,434.0,575.1993348701316,455.3,0.7915516802584579,44.0,ok,585.0,562.0,823.0,0.8214233325599632,0.6909897715052468,83.0,48.0,606.6,-151.3,-39.0,nasa_power,True,15.06137443927347,2,2025-07-02 05:00:00+02:00,0.0,openmeteo_shortwave_proxy,hindcast_forecast_proxy,93.21927829918712,-3.219278299187109,49.48245404608906,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.22}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_centre,2025-07-01 05:00:00+02:00,48.137,11.575,2025-07-01 05:00:00+02:00,0.0,0.0,7.53,1.2,0.0,ok,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,7.53,-40.0,nasa_power,True,5.324514062334703,2,2025-07-02 05:00:00+02:00,0.0,openmeteo_shortwave_proxy,hindcast_forecast_proxy,93.21927829918712,-3.219278299187109,49.48245404608906,0.0,,0.0,0.0,0.0,0.0,,,,,,,,0.0,1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.22}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_east,2025-07-02 04:00:00+02:00,48.135,11.72,2025-07-02 04:00:00+02:00,0.0,0.0,0.0,,,ok,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.14695154907852,-3.146951549078511,49.59401429862305,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,60,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.15}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_east,2025-07-02 02:00:00+02:00,48.135,11.72,2025-07-02 02:00:00+02:00,0.0,0.0,0.0,,,ok,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.14695154907852,-3.146951549078511,49.59401429862305,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,180,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.15}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_east,2025-07-01 23:00:00+02:00,48.135,11.72,2025-07-01 23:00:00+02:00,0.0,0.0,0.0,,,ok,0.0,0.0,61.45,0.0,0.0,,,0.0,0.0,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.14695154907852,-3.146951549078511,49.59401429862305,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,360,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.15}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_east,2025-07-01 17:00:00+02:00,48.135,11.72,2025-07-01 17:00:00+02:00,455.3,536.65,455.3,,,ok,606.6,757.4,862.78,0.8887521427629556,0.9490633418958712,,,606.6,-151.3,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.14695154907852,-3.146951549078511,49.59401429862305,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,720,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.15}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_east,2025-07-01 05:00:00+02:00,48.135,11.72,2025-07-01 05:00:00+02:00,7.53,7.55,7.53,,,ok,0.0,0.0,0.0,0.0,0.0,,,0.0,7.53,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.14695154907852,-3.146951549078511,49.59401429862305,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,1440,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.15}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_north,2025-07-02 04:00:00+02:00,48.22,11.57,2025-07-02 04:00:00+02:00,0.0,0.0,0.0,,,ok,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.16788527541831,-3.16788527541832,49.475089388821345,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,60,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.17}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_north,2025-07-02 02:00:00+02:00,48.22,11.57,2025-07-02 02:00:00+02:00,0.0,0.0,0.0,,,ok,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.16788527541831,-3.16788527541832,49.475089388821345,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,180,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.17}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_north,2025-07-01 23:00:00+02:00,48.22,11.57,2025-07-01 23:00:00+02:00,0.0,0.0,0.0,,,ok,0.0,0.0,61.45,0.0,0.0,,,0.0,0.0,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.16788527541831,-3.16788527541832,49.475089388821345,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,360,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.17}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_north,2025-07-01 17:00:00+02:00,48.22,11.57,2025-07-01 17:00:00+02:00,455.3,536.65,455.3,,,ok,606.6,757.4,862.78,0.8887521427629556,0.9490633418958712,,,606.6,-151.3,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.16788527541831,-3.16788527541832,49.475089388821345,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,720,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.17}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_north,2025-07-01 05:00:00+02:00,48.22,11.57,2025-07-01 05:00:00+02:00,7.53,7.55,7.53,,,ok,0.0,0.0,0.0,0.0,0.0,,,0.0,7.53,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.16788527541831,-3.16788527541832,49.475089388821345,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,1440,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.17}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_south,2025-07-02 04:00:00+02:00,48.05,11.58,2025-07-02 04:00:00+02:00,0.0,0.0,0.0,,,ok,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.27325712673712,-3.2732571267371244,49.49004689017693,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,60,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.27}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_south,2025-07-02 02:00:00+02:00,48.05,11.58,2025-07-02 02:00:00+02:00,0.0,0.0,0.0,,,ok,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.27325712673712,-3.2732571267371244,49.49004689017693,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,180,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.27}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_south,2025-07-01 23:00:00+02:00,48.05,11.58,2025-07-01 23:00:00+02:00,0.0,0.0,0.0,,,ok,0.0,0.0,61.45,0.0,0.0,,,0.0,0.0,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.27325712673712,-3.2732571267371244,49.49004689017693,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,360,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.27}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_south,2025-07-01 17:00:00+02:00,48.05,11.58,2025-07-01 17:00:00+02:00,455.3,536.65,455.3,,,ok,606.6,757.4,862.78,0.8887521427629556,0.9490633418958712,,,606.6,-151.3,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.27325712673712,-3.2732571267371244,49.49004689017693,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,720,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.27}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_south,2025-07-01 05:00:00+02:00,48.05,11.58,2025-07-01 05:00:00+02:00,7.53,7.55,7.53,,,ok,0.0,0.0,0.0,0.0,0.0,,,0.0,7.53,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.27325712673712,-3.2732571267371244,49.49004689017693,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,1440,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.27}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_west,2025-07-02 04:00:00+02:00,48.14,11.4,2025-07-02 04:00:00+02:00,0.0,0.0,0.0,,,ok,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.30601643135417,-3.306016431354157,49.34766332987539,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,60,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.31}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_west,2025-07-02 02:00:00+02:00,48.14,11.4,2025-07-02 02:00:00+02:00,0.0,0.0,0.0,,,ok,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.30601643135417,-3.306016431354157,49.34766332987539,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,180,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.31}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_west,2025-07-01 23:00:00+02:00,48.14,11.4,2025-07-01 23:00:00+02:00,0.0,0.0,0.0,,,ok,0.0,0.0,61.45,0.0,0.0,,,0.0,0.0,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.30601643135417,-3.306016431354157,49.34766332987539,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,360,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.31}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_west,2025-07-01 17:00:00+02:00,48.14,11.4,2025-07-01 17:00:00+02:00,455.3,536.65,455.3,,,ok,606.6,757.4,862.78,0.8887521427629556,0.9490633418958712,,,606.6,-151.3,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.30601643135417,-3.306016431354157,49.34766332987539,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,720,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.31}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_west,2025-07-01 05:00:00+02:00,48.14,11.4,2025-07-01 05:00:00+02:00,7.53,7.55,7.53,,,ok,0.0,0.0,0.0,0.0,0.0,,,0.0,7.53,,nasa_power,True,0.0,1,2025-07-02 05:00:00+02:00,7.88,nasa_power,satellite_model_historical_baseline,93.30601643135417,-3.306016431354157,49.34766332987539,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,1440,0.0,0.0,7.88,0.0,0.0,0.0,0.0,0.0,0.0,Low,0.0,0.0,0.0,0.0,0.0,0.0,pvlib_erbs_estimated_from_ghi,0.0,0.0,0.0,isotropic,20.0,0.0,0.0,0.0,0.0,0.0,0.0,low sun angle,"{""target_solar_elevation"": -3.31}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_centre,2025-07-02 05:00:00+02:00,48.137,11.575,2025-07-02 05:00:00+02:00,0.0,0.0,7.88,1.2,0.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.88,0.0,nasa_power,True,5.5720014357499945,2,2025-07-02 06:00:00+02:00,11.0,openmeteo_shortwave_proxy,hindcast_forecast_proxy,85.02530583957969,4.974694160420311,60.59424074150462,0.0867157447290018,10.09632131581862,18.225737803206812,64.51288204888252,12.461491703276508,0.0,,,,,,,,18.225737803206812,60,0.0,0.0,-7.225737803206812,0.0,21.870885363848178,21.870885363848178,0.0,21.870885363848178,0.0,Low,0.0,0.0,50.44270895025485,17.496708291078544,50.44270895025485,17.496708291078544,pvlib_erbs_estimated_from_ghi,0.0,16.31011681878602,16.31011681878602,isotropic,20.509691150587063,0.0,0.0143450495997103,0.0143450495997103,0.0143450495997103,0.0160261030392152,0.8951052894523778,low sun angle,"{""target_solar_elevation"": 4.97}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_centre,2025-07-02 03:00:00+02:00,48.137,11.575,2025-07-02 03:00:00+02:00,0.0,0.0,0.0,0.0,9.0,ok,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,nasa_power,True,0.0,2,2025-07-02 06:00:00+02:00,11.0,openmeteo_shortwave_proxy,hindcast_forecast_proxy,85.02530583957969,4.974694160420311,60.59424074150462,0.0867157447290018,10.09632131581862,18.225737803206812,64.51288204888252,12.461491703276508,0.0,,,,,,,,18.225737803206812,180,0.0,0.0,-7.225737803206812,0.0,18.2816075956529,21.870885363848178,0.0,21.870885363848178,0.0,Low,0.0,0.0,42.16444811212852,14.625286076522322,50.44270895025485,17.496708291078544,pvlib_erbs_estimated_from_ghi,0.0,13.63342866828692,16.31011681878602,isotropic,20.42604464588397,0.0,0.0119947940160445,0.0143497645661239,0.0359843820481336,0.0160261030392152,0.7484535689489692,low sun angle,"{""target_solar_elevation"": 4.97}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_centre,2025-07-02 00:00:00+02:00,48.137,11.575,2025-07-02 00:00:00+02:00,0.0,0.0,0.0,0.0,2.0,ok,0.0,0.0,1.2724365018589772,0.0,0.0,9.0,66.0,0.0,0.0,-7.0,nasa_power,True,0.0,2,2025-07-02 06:00:00+02:00,11.0,openmeteo_shortwave_proxy,hindcast_forecast_proxy,85.02530583957969,4.974694160420311,60.59424074150462,0.0867157447290018,10.09632131581862,18.225737803206812,64.51288204888252,12.461491703276508,0.0,,,,,,,,18.225737803206812,360,0.0,0.0,-7.225737803206812,0.0,19.26025203206555,21.870885363848178,0.0,21.870885363848178,0.0,Low,0.0,0.0,44.421580169221606,15.408201625652442,50.44270895025485,17.496708291078544,pvlib_erbs_estimated_from_ghi,0.0,14.36324846370909,16.31011681878602,isotropic,20.448851514490908,0.0,0.012635762892203,0.0143484789939429,0.0758145773532184,0.0160261030392152,0.7884488737707409,low sun angle,"{""target_solar_elevation"": 4.97}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_centre,2025-07-01 18:00:00+02:00,48.137,11.575,2025-07-01 18:00:00+02:00,430.0,413.2849670661183,311.08,0.7527009806534595,71.0,ok,434.0,585.0,562.0,0.7545210393853958,0.8214233325599632,44.0,78.0,455.3,-144.22000000000003,27.0,nasa_power,True,84.08913841870425,2,2025-07-02 06:00:00+02:00,11.0,openmeteo_shortwave_proxy,hindcast_forecast_proxy,85.02530583957969,4.974694160420311,60.59424074150462,0.0867157447290018,10.09632131581862,18.225737803206812,64.51288204888252,12.461491703276508,0.0,,,,,,,,18.225737803206812,720,430.0,18.96286552838767,-7.225737803206812,0.0,14.97062465656462,21.870885363848178,0.0,21.870885363848178,0.0,Low,0.0,0.0,34.52804263712386,11.976499725251696,50.44270895025485,17.496708291078544,pvlib_erbs_estimated_from_ghi,0.0,11.16427766579474,16.31011681878602,isotropic,20.348883677056087,0.0,0.0098253933829653,0.0143541139573836,0.1179047205955836,0.0160261030392152,0.6130868720189163,low sun angle,"{""target_solar_elevation"": 4.97}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
munich_centre,2025-07-01 06:00:00+02:00,48.137,11.575,2025-07-01 06:00:00+02:00,11.0,18.956159375784033,90.9,1.2,1.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,46.0,7.53,83.37,1.0,nasa_power,True,56.49783181680515,2,2025-07-02 06:00:00+02:00,11.0,openmeteo_shortwave_proxy,hindcast_forecast_proxy,85.02530583957969,4.974694160420311,60.59424074150462,0.0867157447290018,10.09632131581862,18.225737803206812,64.51288204888252,12.461491703276508,0.0,,,,,,,,18.225737803206812,1440,11.0,10.57614635227147,-7.225737803206812,0.0,13.318088039947376,13.360107990721929,0.0,13.360107990721929,0.0,Low,0.0,0.0,30.71665493173855,10.654470431957902,30.813569167799994,10.688086392577544,pvlib_erbs_estimated_from_ghi,0.0,9.931905733156787,9.963241927117434,isotropic,20.31037205416115,0.0,0.0087421364673552,0.0087697188157314,0.2098112752165258,0.0160261030392152,0.5454935891753347,low sun angle,"{""target_solar_elevation"": 4.97}",True,Demo Snapshot,True,demo_cached,nasa_power,cached_demo,
